web-scraper-order,web-scraper-start-url,titulo,descripcion,salario
"1762091713-102","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","","Axity, Somos una compañía con más de 35 años de trayectoria nuestro portafolio de servicios es uno de los más grandes en la industria: Estrategia Digital, Desarrollo de Software, Bussiness Intelligence, Big Data, Analítica Avanzada, Seguridad, IOT.
 Estamos en búsqueda de un Jefe de Servicio TI
  Objetivo: 
 Liderar nuestro equipo de soporte y continuidad operativa, asegurando un servicio de excelencia y el cumplimiento de los más altos estándares de calidad.
  Principales responsabilidades:
 
  Liderar y gestionar un equipo de 25+ profesionales de soporte e infraestructura TI, garantizando un ambiente colaborativo y de alto desempeño.
  Asegurar la continuidad operativa de infraestructura y data center.
  Supervisar el cumplimiento de KPIs e indicadores de calidad de servicio, asegurando la entrega óptima a los usuarios internos y externos.
  Asegurar el cumplimiento de los planes de contingencia (desastres, ataques, inundaciones, pérdida de energía, otros)
  Planificación y control de tareas cumplimiento de plazos, informes de gestión y facturación.
  Coordinar y gestionar relaciones con proveedores estratégicos, garantizando el cumplimiento de SLA y estándares de servicio.
  Implementar procesos de mejora continua orientados a eficiencia, escalabilidad y satisfacción del cliente interno.
 
  Requisitos:
 
  Experiencia mínima de 5 años liderando equipos de soporte TI, infraestructura y operaciones críticas.
  Título profesional en carreras relacionadas (+ de 4 años): Ingeniería en informática, sistemas, o a fin.
  Liderazgo y manejo de equipos de trabajo, contratistas y proveedores.
  Comprobada capacidad para dirigir y motivar equipos numerosos (superior a 25 personas)
  Conocimientos en gestión de data centers, mesa de servicio, continuidad operacional y soporte en sitio.
  Experiencia en definición, seguimiento y cumplimiento de KPIs.
  Habilidades de gestión de proveedores y negociación de SLA.
  Perfil orientado al liderazgo, toma de decisiones y mejora continua.
 
  Se ofrece: 
 Contrato a plazo fijo y continuidad indefinida. Modalidad de trabajo presencial en Santiago de Chile.
 En Axity fomentamos un entorno inclusivo donde las diferencias son celebradas y donde todos/as tienen la oportunidad de crecer y destacar. Nuestro compromiso es claro: “crear un espacio laboral donde cada talento encuentre el apoyo y respeto necesario para desarrollarse plenamente y contribuir con su mejor versión”.",""
"1762091746-103","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Ingeniero (a) Especialista en Sistemas Contra Incendios - Minera Escondida","",""
"1762091746-104","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Ingeniero de Control y Gestión","",""
"1762091746-105","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Ejecutivo de Cobranzas","",""
"1762091746-106","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Especialista en Control de Gestión TI","",""
"1762091746-107","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Analista de control de gestión","",""
"1762091746-108","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Ingeniero de Calidad","",""
"1762091746-109","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Mantenedor Brigadista- Zaldivar","",""
"1762091746-110","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Ingeniero de Entrenamiento Santiago","",""
"1762091746-111","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Asistente control de flota","",""
"1762091746-112","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Analista Senior Control de Gestión","",""
"1762091746-113","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Analista Senior Control de Gestión","",""
"1762091746-114","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Especialista de Sistemas","",""
"1762091746-115","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Analista en Control de Gestión (junior)","",""
"1762091746-116","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Ingeniero de programación y control","",""
"1762091746-117","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Analista de Problemas / Continuidad TI Senior","",""
"1762091746-118","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","Analista Control Gestión","",""
"1762091746-119","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&from=searchOnDesktopSerp&vjk=2273838edbe4cd22","","Reconocido Holding con más de 20 años de presencia en el mercado nacional se encuentra en búsqueda de un(a) Ingeniero Informático, o carrera afín, para desempeñar el cargo de Especialista en Control de Gestión TI, con sólidos conocimientos en análisis financiero, elaboración de presupuestos, seguimiento de KPIs y reporting.
  Requisitos técnicos excluyentes:
 
  Título profesional en Ingeniería Informática, Ingeniería Comercial o carrera afín.
  Experiencia comprobada en Control de Gestión
  Experiencia previa en empresas del rubro tecnológico o área TI.
  Dominio avanzado de Excel (formulación, tablas dinámicas, macros, modelamiento financiero).
  Manejo de ERP (SAP o Oracle).
  Experiencia en control presupuestario y elaboración de reportes financieros.
  Capacidad para generar informes adaptados a diferentes niveles organizacionales.
 
  Requisitos deseables:
 
  Manejo de herramientas de Business Intelligence (Power BI, Tableau).
  Experiencia en análisis de escenarios y proyecciones financieras.
  Participación en procesos de planificación estratégica en entornos corporativos.
 
  Funciones principales:
 
  Analizar y consolidar información financiera y operativa para la elaboración de informes de gestión.
  Participar en la planificación estratégica y el proceso presupuestario anual.
  Monitorear la ejecución del presupuesto, identificando desviaciones y proponiendo medidas correctivas.
  Realizar análisis de costos, eficiencia y proyecciones financieras.
  Apoyar en la mejora continua de procesos y herramientas de control de gestión.
 
  Detalles del Cargo:
 
  Modalidad: Híbrida (presencial en Santiago, comuna a confirmar en entrevista).
  Contrato: Indefinido
  Horario: Lunes a Viernes de 08:45 a 18:30 hrs.
 
  Beneficios:
 
  Seguro complementario de salud y dental.
  Seguro oncológico FALP.
  Presente de cumpleaños.
  Vacunación contra la influenza (abril).
  Aguinaldos en septiembre y diciembre",""
