title,descripcion,salario,experience_text,url,company,location,source,salario_numerico
Analista de riesgo de crédito,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=9,No especificada,Chile,Computrabajo,0.0
Analista Senior de Compras,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=9,No especificada,Chile,Computrabajo,0.0
Analista de Reclutamiento,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=9,No especificada,Chile,Computrabajo,0.0
Analista de Control de Gestión y Compras – Renca (Consumo Masivo),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=9,No especificada,Chile,Computrabajo,0.0
Analista Controller de Compras y Cuentas Claves – Renca (Lunes a Viernes),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=9,No especificada,Chile,Computrabajo,0.0
Analista de Inventarios Pudahuel,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=9,No especificada,Chile,Computrabajo,0.0
Analista Contable y Cobranza,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=9,No especificada,Chile,Computrabajo,0.0
Analista de Administración y Control de Gestión – Las Condes,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista de logistica y mantenimiento,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
"Asesor de ventas diseño de interiores $700.000,  Las Condes (Las Condes Design)",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista de control Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Customer Service Analyst,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista de RRHH (Con experiencia en Desarrollo Organizacional),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista Control de Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista Contable Senior con experiencia en SAP B one,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista de Gestión y Control – Concepcion,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista de Control de Gestión en RR.HH $1.500.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista de Tesorería Puente Alto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista de RR.HH / Pudahuel,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista Contable – Factoring Itaú,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
Analista de Control de Gestión – Infraestructura,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=8,No especificada,Chile,Computrabajo,0.0
analista contabilidad senior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Analista Programador EWM,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Analista de Crédito,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Analista Logístico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Encargado de Administración y Finanzas,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Analista de Compras,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Analista de Conciliaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Analista de control de gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
"Analista ERP, con Experiencia en Implementación y Soporte.",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Analista RRHH y Remuneraciones senior rubro ferroviario,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Analista de Gestión del Desempeño,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
"Analista de administración de personal, La Serena",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Analista Administrativo en Calama,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=7,No especificada,Chile,Computrabajo,0.0
Vendedor Mayorista Terreno 1 Millón asegurado Consumo Masivo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Jefe de Producción,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista de Cuentas por Pagar// Remplazo 2 meses aprox// $900.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista de inventarios y Operaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista de Finanzas Presencial Las Condes,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista ERP,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista contable 1.200.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista contable Junior  Concepción,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista de Inventario,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista de facturación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista Contable Tributario,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=6,No especificada,Chile,Computrabajo,0.0
Analista de Tesorería y Facturación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=5,No especificada,Chile,Computrabajo,0.0
Analista Control de Gastos / Proyecto 3 meses / Huechuraba,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=5,No especificada,Chile,Computrabajo,0.0
"Analista contable por reemplazo, Quilicura",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=5,No especificada,Chile,Computrabajo,0.0
Analista Tesorería y Cuentas por Pagar,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=5,No especificada,Chile,Computrabajo,0.0
Coordinador Tributario / Renca / Agroindustria,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=5,No especificada,Chile,Computrabajo,0.0
Contador / Renca / Agroindustria,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=5,No especificada,Chile,Computrabajo,0.0
Reemplazo Asesor de Servicio,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=5,No especificada,Chile,Computrabajo,0.0
Analista Bodega,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=5,No especificada,Chile,Computrabajo,0.0
Analista de Abastecimiento Casa Matriz Lampa,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=5,No especificada,Chile,Computrabajo,0.0
Administrativo de Transportes San Bernardo Híbrida Horario Nocturno / $780.000 Ingreso Inmediato,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Despachador Logístico con Conocimientos en Excel / $730.000 / Pudahuel / Turno Rotativo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Despachador Logístico / Noche / Cerrillos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Despachador Logístico / Pudahuel La Farfana,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Consultor Funcional TI,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Despachador Logístico Noche / San Bernardo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Asistente Comercial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Despachador Logístico / Turno Día / San Bernardo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Despachador Logístico Pudahuel,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Asistente Contable,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Analista Contable Puente Alto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
analista de recursos humanos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Analista Senior de remuneraciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0
Despachador Logístico Cerrillos temporada Cyber 780.000 liquidos mensuales,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
Operario Administrativo / Pudahuel / Turno Tarde,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
Despachador Logístico / San Bernardo  Noche  /  Cyber,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
"Operario Administrativo Logística, para temporada Cyber / San Bernardo",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
Despachador Logístico con Amplios Conocimientos en Excel / Pudahuel / Turno Tarde / $730.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
Despachador Logístico San Bernardo temporada Cyber 780.000 líquidos mensuales,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
"Operario Administrativo Excel / San Bernardo, temporada Cyber / San Bernardo",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
Despachador Logístico con Conocimientos en Excel / Pudahuel / Turno Rotativo / $730.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
Administrativo de Transporte / Las Condes /  Turno Madrugada / $730.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
Despachador Logístico / Pudahuel / Turno Noche / $780.000 Ingreso Inmediato,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
Administrativo de Transportes / San Bernardo / Modalidad Híbrida Horario Nocturno / $780.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0
"Despachador Logístico / Coordinador de Patio / Temporada Cyber Pudahuel, La Farfana",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
Contador/ autor/a experiencia en importación y exportación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
Especialista en Gestión de Costos e Inventarios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
Ejecutivo Comercial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
Despachador Logístico con Amplios Conocimientos en Excel / Pudahuel / Turno Madrugada / $780.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
"Despachador Logístico / Coordinador de Patio / Pudahuel, La Farfana",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
"Operario Administrativo Excel / San Bernardo, temporada Cyber / San Bernardo Ingreso Inmediato",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
Operario Administrativo / Pudahuel / Turno Tarde  $600.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
Despachador Logístico con Conocimientos en Excel Pudahuel / Turno Rotativo /Ingreso Inmediato,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
"Despachador Logístico con Conocimientos en Excel , Pudahuel , Turno Rotativo , $730.000",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
Despachador Logístico / Noche / San bernardo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
Administrativo de Transporte Modalidad Híbrida / Las Condes / Turno Rotativo  / $730.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0
Ingeniero Recursos Humanos (recién titulado),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Consultor Contable Bilingüe (IFRS / US GAAP) Boletas de Honorarios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Analista Contable Consultora de Recursos Humanos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Vendedores/as Integrales Part Time,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Agente de comercial para rubro mineria e industrial quilicura,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Tesorero/a,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Contador/a Auditor/a con experiencia en importaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Supervisor/a de Logística para consultora,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Supervisor/a de Logística,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Operario Administrativo Excel / San Bernardo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
"Operario Administrativo Logística con Excel, para temporada Cyber / San Bernardo Turno Madrugada",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Supervisor/ Logístico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
"Asistente Comercial, Planta de Productos Químicos y Productos de Limpieza",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Asistente Senior de Contabilidad,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0
Control Interno / Encargado de Guardias Proyecto Easy Cyber Maipú,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Supervisor de Mantenimiento Eléctrico proyecto 6 meses,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Ingeniero Supervisor del rubro electrico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Supervisor de Transporte y Logística,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Ingeniero Requerimientos Redes y Telecomunicaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Supervisor proyecto Team protectores solares,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Supervisor de Terreno Obras Hidráulicas y Civiles,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Supervisor Eléctrico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Product Manager Planificación y Control / Híbrido 1 día a la semana en Oficina,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Encargado/a de Planificación y Cuadratura,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Jefe de Gestión de Calidad y Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0
Encargada de compras,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Coordinador Gestión de Proyectos (análisis de datos y presupuestos),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Supervisor/a de Cajeros/as Bancarios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Supervisor/a de Cajeros,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Supervisor,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Supervisor de Operaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
"Rancagua, Supervisor Zonal de Transporte y Logistica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
"Region Metropolitana, Supervisor Zonal de Transporte y Logistica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
"Talca, Supervisor Zonal de Transporte y Logistica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
"Valparaiso, Supervisor Zonal de Transporte y Logistica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Supervisor de Transporte y Logística PART TIME,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Coordinador en Terreno (Site Manager),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Coordinador de Flota y Transporte TMM,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Coordinador de RRHH  / Huechuraba (Por Proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0
Jefe de Proyectos / Experiencia en Corredora de Bolsa,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0
Se requiere Coordinador/a de Transporte con experiencia,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0
Coordinador Transporte Proyecto Antofagasta,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0
Control Interno / Encargado de Guardias Proyecto Easy Cyber La Florida,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0
Encargado de proyecto de asistencia (Geovictoria),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0
Ingeniero en Ejecución Encargado de Compras y Adquisiciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Encargado Uniformes San bernardo // $600.000 Liquido // Proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Ingeniero Supervisor  Rubro Electrico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Administrador de contratos o proyectos infraestructura/ Experiencia en el rubro TI o electricidad,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Jefe de Proyectos TI / Experiencia en Corredora de Bolsa o Inversiones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Jefe de proyectos / Ingeniero en construcción/ Ingeneiría civil,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Ejecutivo/a Front Desk,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Supervisor de Planificación y Control de Producción Agrícola,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Lider de planificación de demanda,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Encargado de control de materiales,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0
Encargado/a de Preparación y Atención al Cliente,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Supervisor de terreno,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Encargado de Calidad Santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Subgerente de Operaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Supervisor de obra Area Electricidad,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Lead Consultant SAP BW Bilingue,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Administrador o Jefe de Planificación y Control de Mantenimiento,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Jefe de proyectos Mesa de dinero,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
"Administrador de Contrato, Proyecto Calama 4x3",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Administrador de contrato con experiencia Ferroviaria,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Ejecutivo/a Telefónico. Experiencia Servicios Financieros,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Jefe de Ingeniería,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0
Jefe de Proyectos / Experiencia en Inversiones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Ejecutivo de Reclutamiento y Selección por proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Encargado de Proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Jefe de Terreno,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Jefe de Servicio(proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Administrador de Proyectos y Contratos / Providencia / Ingenieros(a),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Gestor de Permisos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Ejecutivo Comercial rubro automotriz Antofagasta,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Administrador de Contrato Santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Coordinador/a de Proyecto Digital BackBone,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Subgerente de Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Jefe/a de Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Jefe de Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Administrador de Contrato de Mantención de Subestaciones proyecto Santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
Coordinador de Planificación y Control,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0
